year,track_name,track_popularity,album,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2000,Party Up,71,...And Then There Was X,DMX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",71,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,268867,4
2000,Big Pimpin',71,Vol. 3... Life And Times Of S. Carter,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",84,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,283067,4
2000,It's Gonna Be Me,71,No Strings Attached,*NSYNC,"['boy band', 'dance pop', 'pop']",70,0.636,0.873,0,-4.672,0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,192427,4
2000,Show Me the Meaning of Being Lonely,69,Millennium,Backstreet Boys,"['boy band', 'dance pop', 'pop']",75,0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.683,167.998,234960,4
2000,Country Grammar (Hot Shit),69,Country Grammar,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",74,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,287000,4
2000,Try Again,68,Aaliyah,Aaliyah,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",67,0.794,0.662,6,-4.913,0,0.249,0.0789,0.0,0.0937,0.683,93.053,284640,4
2000,I Wanna Know,68,My Name Is Joe,Joe,"['contemporary r&b', 'r&b', 'urban contemporary']",64,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,296693,4
2000,Lucky,68,Oops!... I Did It Again,Britney Spears,"['dance pop', 'pop']",81,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,206227,4
2000,He Wasn't Man Enough,67,The Heat,Toni Braxton,"['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",63,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,261933,4
2000,This I Promise You,67,No Strings Attached,*NSYNC,"['boy band', 'dance pop', 'pop']",70,0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,284760,4
2000,"Independent Women, Pt. 1",66,Survivor,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",72,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4
2000,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",65,Where I Wanna Be,Donell Jones,"['contemporary r&b', 'r&b', 'urban contemporary']",55,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,243733,4
2000,Come on over Baby (All I Want Is You) - Radio Version,64,Christina Aguilera (Expanded Edition),Christina Aguilera,"['dance pop', 'pop']",78,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,203333,4
2000,Shackles (Praise You),63,Go Get It,Mary Mary,"['gospel', 'gospel r&b']",53,0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,198347,4
2000,Incomplete,62,Unleash The Dragon,Sisqo,"['contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'urban contemporary']",58,0.746,0.443,1,-7.693,0,0.0771,0.282,0.0,0.14,0.272,119.311,274227,4
2000,What a Girl Wants,64,Christina Aguilera (Expanded Edition),Christina Aguilera,"['dance pop', 'pop']",78,0.754,0.819,0,-6.833,1,0.112,0.0684,0.0,0.345,0.818,142.137,215800,4
2000,Born to Make You Happy,60,...Baby One More Time (Digital Deluxe Version),Britney Spears,"['dance pop', 'pop']",81,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,243533,4
2000,I Turn to You,60,Christina Aguilera (Expanded Edition),Christina Aguilera,"['dance pop', 'pop']",78,0.599,0.47,1,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,273707,4
2000,I Just Wanna Love U (Give It 2 Me),59,The Dynasty: Roc La Familia,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",84,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,227867,4
2000,Thank God I Found You (feat. Joe & 98°),59,Rainbow,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",77,0.348,0.532,10,-5.882,1,0.0331,0.592,0.0,0.106,0.148,129.297,257360,4
2000,Bag Lady,58,Mama's Gun,Erykah Badu,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",68,0.724,0.416,5,-8.964,0,0.0841,0.365,0.0,0.0969,0.578,151.181,348893,4
2000,Separated,58,My Thoughts,Avant,"['contemporary r&b', 'r&b', 'urban contemporary']",55,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241,255600,4
2000,Where I Wanna Be,58,Where I Wanna Be,Donell Jones,"['contemporary r&b', 'r&b', 'urban contemporary']",55,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,253627,4
2000,Never Be The Same Again,57,Northern Star,Melanie C,"['dance pop', 'europop', 'talent show']",55,0.689,0.685,3,-5.153,1,0.0478,0.0921,0.0,0.119,0.398,160.067,294200,4
2000,Shake Ya Ass (feat. Pharrell Williams),57,Let's Get Ready,Mystikal,"['crunk', 'dirty south rap', 'gangster rap', 'new orleans rap']",55,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,256973,4
2000,Against All Odds (Take A Look at Me Now) - Mariah Only,58,Against All Odds (Take A Look at Me Now) EP,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",77,0.542,0.498,1,-6.332,1,0.0299,0.49,0.0,0.101,0.218,117.763,201933,4
2000,Get It On Tonite,57,Best Of Montell Jordan,Montell Jordan,"['contemporary r&b', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",57,0.807,0.498,10,-9.91,0,0.0756,0.259,3.04e-05,0.0618,0.857,99.001,277413,4
2000,Case Of The Ex (Whatcha Gonna Do),57,Fear Of Flying,Mýa,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",62,0.774,0.684,1,-4.721,0,0.0408,0.0687,9.34e-05,0.0765,0.354,98.001,236827,4
2000,Let's Get Married,57,J.E. Heartbreak,Jagged Edge,"['atl hip hop', 'contemporary r&b', 'r&b', 'urban contemporary']",61,0.761,0.627,1,-5.554,1,0.0538,0.175,0.0,0.128,0.891,109.821,263227,4
2000,There You Go,57,Can't Take Me Home (Expanded Edition),P!nk,"['dance pop', 'pop']",81,0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908,202800,4
2000,Be With You,57,Enrique,Enrique Iglesias,"['dance pop', 'latin pop', 'mexican pop']",79,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,219360,4
2000,No More,56,Love Crimes,Ruff Endz,"['contemporary r&b', 'r&b']",43,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004,242560,4
2000,Wifey,56,Platinum & Gold Collection,Next,"['boy band', 'contemporary r&b', 'minneapolis sound', 'new jack swing', 'r&b', 'urban contemporary']",56,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,243159,4
2000,Reach,55,"""7""",S Club,"['australian pop', 'dance pop', 'europop', 'talent show']",56,0.597,0.793,7,-7.006,1,0.0361,0.0123,5.45e-06,0.157,0.755,167.2,243266,4
2000,I Wish,55,Emotional,Carl Thomas,"['contemporary r&b', 'r&b', 'urban contemporary']",47,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760,4
2000,Crash and Burn,54,Affirmation,Savage Garden,"['boy band', 'dance pop', 'pop rock']",64,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.0882,0.213,102.03,281467,4
2001,It Wasn't Me,79,Hot Shot,Shaggy,"['dance pop', 'pop rap', 'reggae fusion']",72,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,227600,4
2001,Murder On The Dancefloor,89,Read My Lips,Sophie Ellis-Bextor,"['dance pop', 'europop', 'new wave pop']",73,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.6e-05,0.312,0.887,117.31,230013,4
2001,Stan,82,The Marshall Mathers LP,Eminem,"['detroit hip hop', 'hip hop', 'rap']",90,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,4
2001,Can't Get You out of My Head,80,Fever,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",72,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,4
2001,I'm Like A Bird,73,"Whoa, Nelly! (Expanded Edition)",Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",77,0.623,0.607,10,-5.113,1,0.0353,0.147,3.29e-06,0.227,0.614,89.654,243160,4
2001,Ms. Jackson,83,Stankonia,Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",75,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507,4
2001,Drops of Jupiter (Tell Me),82,Drops Of Jupiter,Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",74,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,259933,4
2001,Rollin' (Air Raid Vehicle),80,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",76,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4
2001,Family Affair,80,No More Drama,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",71,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,265867,4
2001,"Whenever, Wherever",79,Laundry Service,Shakira,"['colombian pop', 'dance pop', 'latin pop', 'pop']",87,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,196160,4
2001,Ride Wit Me,77,Country Grammar,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",74,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,291782,4
2001,Fallin',77,Songs In A Minor,Alicia Keys,"['neo soul', 'pop', 'r&b']",79,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,210200,3
2001,Let Me Blow Ya Mind,76,Scorpion,Eve,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",68,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,230133,4
2001,Angel,76,Hot Shot,Shaggy,"['dance pop', 'pop rap', 'reggae fusion']",72,0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,235133,4
2001,Thank You,75,No Angel,Dido,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",75,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,218360,4
2001,U Remind Me,73,8701,USHER,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",83,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,266893,4
2001,Butterfly,73,The Gift Of Game,Crazy Town,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",58,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4
2001,Clint Eastwood,71,Gorillaz,Gorillaz,"['alternative hip hop', 'modern rock', 'rock']",79,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,340920,4
2001,Survivor,71,Survivor,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",72,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,254027,4
2001,I'm a Slave 4 U,70,Britney (Digital Deluxe Version),Britney Spears,"['dance pop', 'pop']",81,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4
2001,Youth of the Nation,70,Satellite (U.S. Version),P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",62,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4
2001,Get Ur Freak On,69,Miss E... So Addictive,Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",71,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120,4
2001,Lady Marmalade - Single Edit,69,Lady Marmalade,Christina Aguilera,"['dance pop', 'pop']",78,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,267960,4
2001,You Rock My World,69,Invincible,Michael Jackson,"['r&b', 'soul']",83,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,337733,4
2001,Love Don't Cost a Thing,68,J.Lo,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",76,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,221227,4
2001,Differences,68,The Life,Ginuwine,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",65,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,265533,4
2001,Purple Pills,67,Devils Night,D12,"['detroit hip hop', 'gangster rap', 'hip hop']",65,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,304507,4
2001,Because I Got High,67,The Good Times,Afroman,['comedy rap'],58,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,197760,4
2001,This I Promise You,67,No Strings Attached,*NSYNC,"['boy band', 'dance pop', 'pop']",70,0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,284760,4
2001,I'm Real (feat. Ja Rule) - Murder Remix,67,J.Lo,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",76,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,262133,4
2001,"Independent Women, Pt. 1",66,Survivor,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",72,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4
2001,Where the Party At (feat. Nelly),66,Jagged Little Thrill,Jagged Edge,"['atl hip hop', 'contemporary r&b', 'r&b', 'urban contemporary']",61,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,232573,5
2001,Little L,66,A Funk Odyssey,Jamiroquai,['dance pop'],68,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,295400,4
2001,Whole Again,65,Right Now,Atomic Kitten,"['candy pop', 'dance pop', 'europop', 'girl group']",56,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,185013,4
2001,Never Had A Dream Come True,64,"""7""",S Club,"['australian pop', 'dance pop', 'europop', 'talent show']",56,0.639,0.534,5,-5.588,1,0.0281,0.508,0.0,0.0948,0.434,122.931,240492,4
2001,Bootylicious,64,Survivor,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",72,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,207907,4
2001,Put It On Me,64,Rule 3:36,Ja Rule,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",69,0.831,0.79,1,-4.714,0,0.165,0.0024,0.0,0.0515,0.791,93.14,262827,4
2001,In Your Eyes,64,Fever,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",72,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,197827,4
2001,Peaches & Cream,63,Part III,112,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",65,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,193093,4
2001,All For You,63,All For You,Janet Jackson,"['dance pop', 'r&b', 'urban contemporary']",65,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,329933,3
2001,I'm a Thug,61,THUGS ARE US,Trick Daddy,"['crunk', 'dirty south rap', 'miami hip hop', 'southern hip hop']",57,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976,254400,4
2001,Don't Stop Movin',62,Sunshine,S Club,"['australian pop', 'dance pop', 'europop', 'talent show']",56,0.822,0.672,7,-6.133,1,0.0329,0.0285,0.0,0.213,0.91,117.033,233627,4
2001,Livin' It Up,60,Pain Is Love,Ja Rule,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",69,0.875,0.774,6,-4.087,1,0.309,0.0547,0.0,0.0414,0.606,106.027,257133,4
2001,Turn Off The Light,60,"Whoa, Nelly! (Expanded Edition)",Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",77,0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,276067,4
2001,Izzo (H.O.V.A.),60,The Blueprint (Explicit Version),JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",84,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,240627,4
2001,Heard It All Before,59,Your Woman,Sunshine Anderson,"['contemporary r&b', 'hip pop', 'r&b']",42,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,295827,4
2001,Ain't It Funny,59,J.Lo,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",76,0.711,0.87,0,-4.513,0,0.0484,0.0804,0.000306,0.138,0.569,99.843,245360,4
2001,Love,58,Aijuswanaseing,Musiq Soulchild,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']",58,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,304667,4
2001,Promise,58,J.E. Heartbreak,Jagged Edge,"['atl hip hop', 'contemporary r&b', 'r&b', 'urban contemporary']",61,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,246720,4
2001,Missing You,57,Open Letter,Case,"['contemporary r&b', 'r&b']",55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,284667,4
2001,Until The End Of Time,57,Until The End Of Time,2Pac,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",79,0.757,0.706,8,-6.665,1,0.203,0.0267,0.0,0.197,0.375,96.976,266507,4
2001,Music (feat. Marvin Gaye),57,Music,Erick Sermon,"['hardcore hip hop', 'hip hop']",48,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,223133,4
2001,Heaven Is a Halfpipe (If I Die),55,Menace To Sobriety,OPM,['rap rock'],39,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9,257427,4
2001,Eternal Flame - Single Version,55,Right Now,Atomic Kitten,"['candy pop', 'dance pop', 'europop', 'girl group']",56,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,195507,4
2001,Have You Ever,55,Sunshine,S Club,"['australian pop', 'dance pop', 'europop', 'talent show']",56,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,201533,4
2001,One Minute Man (feat. Ludacris),55,Miss E... So Addictive,Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",71,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,252987,4
2001,No More Drama,55,No More Drama,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",71,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,326240,4
2001,No More (Baby I'ma Do Right),55,3LW,3LW,"['contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",42,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,263440,4
2001,Play,54,J.Lo,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",76,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,211493,4
2001,Stutter (feat. Mystikal) - Double Take Remix,54,My Name Is Joe,Joe,"['contemporary r&b', 'r&b', 'urban contemporary']",64,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,213027,4
2002,Dilemma,80,Nellyville,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",74,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,4
2002,Without Me,88,The Eminem Show,Eminem,"['detroit hip hop', 'hip hop', 'rap']",90,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
2002,Complicated,82,Let Go,Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop']",76,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
2002,Underneath Your Clothes,63,Laundry Service,Shakira,"['colombian pop', 'dance pop', 'latin pop', 'pop']",87,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508,224067,4
2002,Underneath It All,64,Rock Steady (Expanded Edition),No Doubt,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",69,0.729,0.731,4,-4.823,1,0.0682,0.235,1.35e-06,0.391,0.838,138.204,302720,4
2002,Murder On The Dancefloor,89,Read My Lips,Sophie Ellis-Bextor,"['dance pop', 'europop', 'new wave pop']",73,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.6e-05,0.312,0.887,117.31,230013,4
2002,In the End,88,Hybrid Theory (Bonus Edition),Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",86,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4
2002,Till I Collapse,84,The Eminem Show,Eminem,"['detroit hip hop', 'hip hop', 'rap']",90,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4
2002,Sk8er Boi,78,Let Go,Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop']",76,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4
2002,What's Luv? (feat. Ja-Rule & Ashanti),77,Jealous Ones Still Envy (J.O.S.E),Fat Joe,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",67,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4
2002,Hot In Herre,77,Nellyville,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",74,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,228240,4
2002,Foolish,75,Ashanti,Ashanti,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",71,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,227387,4
2002,U Got It Bad,75,8701,USHER,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",83,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,247840,4
2002,Cleanin' Out My Closet,74,The Eminem Show,Eminem,"['detroit hip hop', 'hip hop', 'rap']",90,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,297840,4
2002,Get the Party Started,72,M!ssundaztood (Expanded Edition),P!nk,"['dance pop', 'pop']",81,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,192533,4
2002,I Know What You Want (feat. Flipmode Squad),72,It Ain't Safe No More. . .,Busta Rhymes,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",71,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,324307,4
